0.15	1.04	0.91	0.89
0.26	1.04	0.82	0.78
0.39	1.04	0.64	0.65
1.12	3	1.97	1.88
1.39	3.11	1.81	1.72
1.59	4.07	2.6	2.48
0.86	3.55	2.78	2.69
3.02	5.98	3.15	2.96
1.41	5.8	4.54	4.39
1.08	4.42	3.46	3.34
5.31	6.2	1.14	0.89
3.69	4.56	1.05	0.87
3.34	4.46	1.29	1.12
4.13	3.25	-0.71	-0.88
4.85	3.81	-0.83	-1.04
5.79	4.73	-0.82	-1.06
3.36	1.6	-1.64	-1.76
3.5	2.25	-1.11	-1.25
5.32	1.15	-4.01	-4.17
5.13	1.11	-3.87	-4.02
3.05	0.66	-2.3	-2.39
2.19	0.47	-1.65	-1.72
1.43	0.3	-1.07	-1.13
